XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,normChange,normChangeErr
1_2,XY,sum,3.3316572089365786,60.296267119612715,-999.0,-999.0
1_2,XY,1783,10799061.015942188,643211.1066554971,-999.0,-999.0
1_2,XY,872,11146407.161606722,180121.81230211203,-999.0,-999.0
1_2,XY,41,10761329.45723318,135832.2854558207,-999.0,-999.0
1_2,XY,281,11101098.491005423,140419.96299495723,-999.0,-999.0
1_2,XY,2063,10784292.631317332,117945.77439892116,-999.0,-999.0
3_4,XY,sum,3.3316572089365786,60.296267119612715,-999.0,-999.0
3_4,XY,1783,10066008.833265034,583091.0435452634,-999.0,-999.0
3_4,XY,872,10823008.8145416,379702.1718851827,-999.0,-999.0
3_4,XY,41,10872200.907428674,2340013.916010396,-999.0,-999.0
3_4,XY,281,10875089.84716553,136239.2037233227,-999.0,-999.0
3_4,XY,2063,10852710.649725903,123337.54798999488,-999.0,-999.0
