-756.0,-0.756,0.0,-0.092231497915,0.0,-0.0927034665422,0.0,-0.060173242807,0.0,-0.0604811623728,0.0
-755.874,-0.755874,0.0,-0.0922468723853,0.0,-0.092719079543,0.0,-0.060183273347,0.0,-0.0604913485339,0.0
-755.748,-0.755748,0.0,-0.0922622519821,0.0,-0.0927346978316,0.0,-0.0601933072317,0.0,-0.0605015381447,0.0
-755.622,-0.755622,0.0,-0.0922776367079,0.0,-0.0927503214105,0.0,-0.0602033444626,0.0,-0.060511731207,0.0
-755.496,-0.755496,0.0,-0.0922930265653,0.0,-0.0927659502825,0.0,-0.0602133850414,0.0,-0.0605219277227,0.0
-755.37,-0.75537,0.0,-0.0923084215569,0.0,-0.0927815844503,0.0,-0.0602234289699,0.0,-0.0605321276933,0.0
-755.244,-0.755244,0.0,-0.0923238216853,0.0,-0.0927972239166,0.0,-0.0602334762496,0.0,-0.0605423311208,0.0
-755.118,-0.755118,0.0,-0.0923392269529,0.0,-0.092812868684,0.0,-0.0602435268824,0.0,-0.0605525380069,0.0
-754.992,-0.754992,0.0,-0.0923546373625,0.0,-0.0928285187554,0.0,-0.0602535808698,0.0,-0.0605627483534,0.0
-754.866,-0.754866,0.0,-0.0923700529165,0.0,-0.0928441741335,0.0,-0.0602636382135,0.0,-0.0605729621619,0.0
-754.74,-0.75474,0.0,-0.0923854736176,0.0,-0.0928598348208,0.0,-0.0602736989152,0.0,-0.0605831794344,0.0
-754.614,-0.754614,0.0,-0.0924008994683,0.0,-0.0928755008202,0.0,-0.0602837629766,0.0,-0.0605934001725,0.0
-754.488,-0.754488,0.0,-0.0924163304712,0.0,-0.0928911721344,0.0,-0.0602938303994,0.0,-0.0606036243781,0.0
-754.362,-0.754362,0.0,-0.0924317666289,0.0,-0.0929068487661,0.0,-0.0603039011853,0.0,-0.0606138520528,0.0
-754.236,-0.754236,0.0,-0.092447207944,0.0,-0.092922530718,0.0,-0.0603139753359,0.0,-0.0606240831986,0.0
-754.11,-0.75411,0.0,-0.092462654419,0.0,-0.0929382179928,0.0,-0.0603240528529,0.0,-0.0606343178171,0.0
-753.984,-0.753984,0.0,-0.0924781060565,0.0,-0.0929539105933,0.0,-0.0603341337381,0.0,-0.0606445559102,0.0
-753.858,-0.753858,0.0,-0.0924935628592,0.0,-0.0929696085222,0.0,-0.060344217993,0.0,-0.0606547974796,0.0
-753.732,-0.753732,0.0,-0.0925090248296,0.0,-0.0929853117822,0.0,-0.0603543056195,0.0,-0.0606650425271,0.0
-753.606,-0.753606,0.0,-0.0925244919703,0.0,-0.093001020376,0.0,-0.0603643966191,0.0,-0.0606752910544,0.0
-753.48,-0.75348,0.0,-0.0925399642839,0.0,-0.0930167343064,0.0,-0.0603744909936,0.0,-0.0606855430635,0.0
-753.354,-0.753354,0.0,-0.092555441773,0.0,-0.0930324535761,0.0,-0.0603845887447,0.0,-0.060695798556,0.0
-753.228,-0.753228,0.0,-0.0925709244402,0.0,-0.0930481781879,0.0,-0.0603946898741,0.0,-0.0607060575337,0.0
-753.102,-0.753102,0.0,-0.092586412288,0.0,-0.0930639081445,0.0,-0.0604047943834,0.0,-0.0607163199984,0.0
-752.976,-0.752976,0.0,-0.0926019053192,0.0,-0.0930796434486,0.0,-0.0604149022744,0.0,-0.060726585952,0.0
-752.85,-0.75285,0.0,-0.0926174035363,0.0,-0.0930953841029,0.0,-0.0604250135488,0.0,-0.0607368553961,0.0
-752.724,-0.752724,0.0,-0.0926329069419,0.0,-0.0931111301103,0.0,-0.0604351282082,0.0,-0.0607471283326,0.0
-752.598,-0.752598,0.0,-0.0926484155385,0.0,-0.0931268814734,0.0,-0.0604452462543,0.0,-0.0607574047634,0.0
-752.472,-0.752472,0.0,-0.0926639293289,0.0,-0.093142638195,0.0,-0.060455367689,0.0,-0.06076768469,0.0
-752.346,-0.752346,0.0,-0.0926794483156,0.0,-0.0931584002779,0.0,-0.0604654925137,0.0,-0.0607779681145,0.0
-752.22,-0.75222,0.0,-0.0926949725013,0.0,-0.0931741677248,0.0,-0.0604756207304,0.0,-0.0607882550385,0.0
