Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
1,X,1,0.1362940191134823,4.4860409408902244e-08,1.0001765159898501,7.712199844772107,0.014328936139839116,7.2191841220259345e-09,2.5135449277513544e-13,0.2237297182840279,-0.005800976026034382,7.379193619883803e-08,9.561999680884892e-06,2.1714616216250704e-10,0.1362940191134823,4.4860409408902244e-08,0.014328936139839116,7.2191841220259345e-09,0.00489531541794457,2.9460249368245697e-09,0,100.19391816827074,19
1,X,51,0.12736519699370735,0.00016101812551383524,1.401057030408217,0.08591653043748337,0.017836725973567218,2.956973672915697e-05,0.039355801152929804,0.01917269710940825,-0.003864116464751503,0.00016832116704700929,7.000300340842536e-06,8.473351232191062e-07,0.12736519699370735,0.00016101812551383524,0.017836725973567218,2.956973672915697e-05,0.00569450326262788,1.187213826034519e-05,0,81.59100222337065,19
1,X,91,0.12933841546359584,0.00021895161853151352,1.3460122305699398,0.061027453039892876,0.017256177923018024,3.714408546223735e-05,0.08984720423498382,0.039545496936111424,-0.003784327912969973,0.0002128400212404381,7.820987719148187e-06,1.157063533901992e-06,0.12933841546359584,0.00021895161853151352,0.017256177923018024,3.714408546223735e-05,0.005594510331858573,1.5320243739663658e-05,0,55.96683089765964,19
1,X,131,0.12906165191662283,0.0002158477899679114,1.345768451797028,0.04589123057913591,0.01743711916193967,3.736112339540118e-05,0.11248502031785862,0.039076483781114585,-0.003656432525144611,0.00021892030457379655,8.582071581691997e-06,1.189662440392869e-06,0.12906165191662283,0.0002158477899679114,0.01743711916193967,3.736112339540118e-05,0.005641075198754115,1.5332806354757815e-05,0,41.81227972031119,19
1,X,171,0.12919957872366905,0.00020486065412136795,1.3228340743243698,0.034589746111887254,0.017273877512678868,3.8618403782256575e-05,0.15878160028449162,0.05003891140877639,-0.0036599325891159655,0.00018990709018614226,8.842492913274658e-06,1.1257225003002969e-06,0.12919957872366905,0.00020486065412136795,0.017273877512678868,3.8618403782256575e-05,0.00559423707940071,1.5333025113798662e-05,0,37.15260282974176,19
1,X,211,0.12801217588723532,0.00016178288531985547,1.434696040595002,0.10194640248463605,0.017653308039057364,3.080641610710838e-05,0.031084708406252548,0.015827716505875722,-0.00346076898319304,0.00018173890661527634,6.718596180593783e-06,1.0924757096603122e-06,0.12801217588723532,0.00016178288531985547,0.017653308039057364,3.080641610710838e-05,0.005664574763580864,1.2205170754414927e-05,0,49.80481157407256,19
1,X,251,0.12729426464361573,0.00017813338681538248,1.4510264169105838,0.06192236350610669,0.017814093691218554,3.32562580138869e-05,0.05659594263852069,0.01775856997372255,-0.0036804616678282435,0.00016727654920145862,5.6266596246412615e-06,1.2910672726879069e-06,0.12729426464361573,0.00017813338681538248,0.017814093691218554,3.32562580138869e-05,0.0056841103791614965,1.3261657311750772e-05,0,48.16110332086682,19
1,X,291,0.12742906686063146,0.00017501619682747834,1.397865562050065,0.06661345944108821,0.017900692092015454,3.086238464536199e-05,0.06429510516231746,0.02560696775432389,-0.0036147820290261773,0.00017490278863129745,7.870905229384606e-06,1.038098189576342e-06,0.12742906686063146,0.00017501619682747834,0.017900692092015454,3.086238464536199e-05,0.005717790772012698,1.260357304472925e-05,0,36.332183468369706,19
1,X,771,0.12643170220086136,0.00016480177893646723,1.3902394175393762,0.07791212244085977,0.017978027058730778,2.9020742142352174e-05,0.04891798979468959,0.022872153925314,-0.003571685029690822,0.00016652096375941258,6.561977938274177e-06,7.829511725343519e-07,0.12643170220086136,0.00016480177893646723,0.017978027058730778,2.9020742142352174e-05,0.005697547427064625,1.1821310456277488e-05,0,45.4091775140755,19
1,X,811,0.12711981009755963,0.00016365876048723982,1.258270090344047,0.02604143982209073,0.01766564464075865,2.7922315538527268e-05,0.19366925978035854,0.06539954785623073,-0.0037650402875936293,0.00016644845080072317,7.3522062731257165e-06,6.780513847615133e-07,0.12711981009755963,0.00016365876048723982,0.01766564464075865,2.7922315538527268e-05,0.005629018287368637,1.1475179001503559e-05,0,46.97858603567132,19
1,X,851,0.1273280264099989,0.00018942385168437752,1.3779984580608406,0.040196034110401624,0.0176858499448801,3.438902249090943e-05,0.10720328631416376,0.030071851290729812,-0.003718246480186413,0.00018387887824072193,6.21672474321322e-06,1.0195877812452236e-06,0.1273280264099989,0.00018942385168437752,0.0176858499448801,3.438902249090943e-05,0.005644687162762014,1.3819733100398962e-05,0,33.70874424161722,19
1,X,891,0.12705116398153174,0.00018174931155610525,1.3168784258532813,0.039426950174614506,0.01789534149509958,3.206435971254626e-05,0.12237460870538819,0.04165209999761266,-0.004405693201851951,0.00018890264530106482,7.853160658766178e-06,8.80328499971994e-07,0.12705116398153174,0.00018174931155610525,0.01789534149509958,3.206435971254626e-05,0.005699130121058086,1.3066843640799477e-05,0,54.669766179923116,19
1,X,931,0.12602154234980525,0.0001746773152231494,1.5434003964379013,0.131290401750923,0.01815654977437481,3.229690635780241e-05,0.018721645083126404,0.0095629740273864,-0.0036322244147159338,0.00018751804493646865,6.2262981248562e-06,1.1656585342384451e-06,0.12602154234980525,0.0001746773152231494,0.01815654977437481,3.229690635780241e-05,0.005735457279723076,1.2933913277440794e-05,0,48.094170971215675,19
1,X,971,0.12587698286029939,0.00019299693428527558,0.7612097739000308,0.020505299299894086,0.018135231397371564,4.263760401882269e-05,0.8718171441026635,0.03961581177694029,-0.0035788715709269914,0.00017319290746065135,7.979227452936666e-06,7.987430833689135e-07,0.12587698286029939,0.00019299693428527558,0.018135231397371564,4.263760401882269e-05,0.005722151609193804,1.6061208723283517e-05,0,46.43526161767491,19
1,X,1011,0.12654647039217584,0.00019237908587601375,1.3911658583883366,0.05515843943021437,0.018000617072868708,3.607658577393924e-05,0.07629721245818838,0.026006959864482954,-0.0033229217110959004,0.00018229886519083874,6.107519707365672e-06,1.2162664151244007e-06,0.12654647039217584,0.00019237908587601375,0.018000617072868708,3.607658577393924e-05,0.00570988503189118,1.4363334994961742e-05,0,30.016741972534575,19
1,X,1631,0.12472922661634976,0.00016387598666905151,1.5382757040665218,0.12369089775140041,0.018618182847804723,3.422693292128888e-05,0.02139564054807458,0.01001236419070492,-0.0037554350964804097,0.0001662885845667636,6.537088595631735e-06,1.3292647860208007e-06,0.12472922661634976,0.00016387598666905151,0.018618182847804723,3.422693292128888e-05,0.0058209712574754996,1.3153053202703866e-05,0,34.0095493677365,19
1,X,1671,0.12399116828528685,0.00019816763652772787,1.3684759378529299,0.03893644171428301,0.018614719193787318,3.487969056358703e-05,0.10892388342118065,0.030813002752882568,-0.0037335923881953417,0.00018883506582831574,7.915085353610296e-06,8.877713486427075e-07,0.12399116828528685,0.00019816763652772787,0.018614719193787318,3.487969056358703e-05,0.005785450411066416,1.4248405719108925e-05,0,51.52530245975852,19
1,X,1711,0.1246264432372818,0.0001853780914082134,1.3540875856743344,0.033496654835920237,0.01845657732415239,3.8588925801297594e-05,0.11949109991066298,0.031190352416704648,-0.0034956735395382274,0.00018416170169436672,9.633896131622244e-06,7.77856380529407e-07,0.1246264432372818,0.0001853780914082134,0.01845657732415239,3.8588925801297594e-05,0.0057656901743491406,1.4794352083723237e-05,0,75.73215325425966,19
1,X,1751,0.1263209111936166,0.00020594575542225255,1.3866174375979554,0.04526935564363266,0.018197365539906384,3.751581905264527e-05,0.10575735401896874,0.0322021128820445,-0.003449622513048565,0.00018539946827765606,8.077166770870114e-06,1.1735474211849173e-06,0.1263209111936166,0.00020594575542225255,0.018197365539906384,3.751581905264527e-05,0.005762005957381192,1.5144570185048349e-05,0,27.179003082130155,19
1,X,1791,0.12510115652817294,0.00016308009105461127,1.3848705394484921,0.07084529779259618,0.018389775072701925,2.9266363885938756e-05,0.048058485963867914,0.020982662917208295,-0.0037636497621199084,0.00017299292416251338,7.256598370947165e-06,7.613937216405242e-07,0.12510115652817294,0.00016308009105461127,0.018389775072701925,2.9266363885938756e-05,0.00576670421488801,1.1863221360754316e-05,0,47.44009019226029,19
1,X,1831,0.1238306277781972,0.00019385437767430595,1.339557506473316,0.02191021083788236,0.018583076052138364,3.9143827434529044e-05,0.17653628054540355,0.03846499167214426,-0.003809594291369168,0.00018038534411642373,8.14083184144665e-06,7.134669161440454e-07,0.1238306277781972,0.00019385437767430595,0.018583076052138364,3.9143827434529044e-05,0.0057681376144708375,1.5138199535119926e-05,0,51.875143511322314,19
1,X,1871,0.12520161095660745,0.00017455364926175653,1.3332934779295325,0.02460874905967514,0.01821942466508223,3.0159248246510242e-05,0.16653270549784221,0.03892215264920121,-0.0038214364384796034,0.00017703146671357143,7.89976880394283e-06,7.452868123480894e-07,0.12520161095660745,0.00017455364926175653,0.01821942466508223,3.0159248246510242e-05,0.005717873062929059,1.2374767690710842e-05,0,66.33725782242689,19
1,X,2211,0.12448241543995545,0.00016576645715502057,1.353248168066607,0.05763492766162037,0.018477131615944265,3.3164614450027774e-05,0.07056359318552324,0.027942574966700634,-0.003449644070705315,0.0001634737270078604,7.294396243584522e-06,7.576825405142262e-07,0.12448241543995545,0.00016576645715502057,0.018477131615944265,3.3164614450027774e-05,0.00576544048337086,1.28854022711199e-05,0,88.12107959685987,19
