XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,normChange,normChangeErr
1_2,XY,2734,1748.756257991856,2.178115143002019,0.6304200344410096,0.0007852022928824951
1_2,XY,281,1752.5532704135305,2.2776024145393494,0.6290541913924385,0.0008175131503155104
1_2,XY,872,1739.4735386248954,2.2913572496396593,0.6337842777784805,0.0008348653585977422
1_2,XY,1783,1719.1550765071074,2.220722416162355,0.6412748887273516,0.0008283682721702169
1_2,XY,2774,1753.555215584531,2.089741518960562,0.6286947628419362,0.000749226221670991
1_2,XY,2654,1748.77049816939,2.168987434556661,0.6304149009525267,0.000781899054309679
1_2,XY,81,1744.5484380742714,2.242072735399557,0.6319405963924413,0.0008121624774876603
1_2,XY,1903,1721.8764433309339,2.029220316495973,0.6402613756998083,0.0007545439142685386
1_2,XY,1983,1731.0596494801603,2.1263015286157882,0.636864813250788,0.0007822761199149996
1_2,XY,1943,1726.3282956820879,2.2421552206240305,0.6386102707982138,0.0008294270308815153
1_2,XY,952,1734.9633497967652,1.8714594869756875,0.6354318553883567,0.0006854236858850104
1_2,XY,1072,1736.184276029161,2.151379220740496,0.63498500453741,0.0007868367218300096
1_2,XY,41,1750.4352923420352,2.250339190338299,0.6298153294870485,0.0008096832398324347
1_2,XY,1,1766.5701019092526,2.435766470766188,0.624062967668627,0.0008604649488017714
1_2,XY,1112,1742.709621188247,2.2865616890209166,0.6326073873629406,0.0008300268722619652
1_2,XY,1032,1749.5189346960326,2.22921724523677,0.630145212222982,0.0008029239045274571
1_2,XY,912,1737.5289167308558,2.13011169101249,0.6344936016756533,0.0007778530911271653
1_2,XY,201,1750.654474165175,2.1473236654294943,0.6297364766498978,0.0007724242900297917
1_2,XY,2814,1746.3050701997527,2.2441057377391282,0.6313049187139175,0.0008112643171715603
1_2,XY,992,1743.6146788922945,2.288096839248766,0.6322790199796529,0.0008297220966606216
1_2,XY,2934,1756.2583551485866,2.09932977040155,0.6277271092605764,0.0007503487196491332
1_2,XY,2854,1755.3174743191048,2.245422987208581,0.6280635819567639,0.0008034264029082987
1_2,XY,1152,1749.221428552942,2.5349018444194025,0.6302523868028354,0.0009133365917417837
1_2,XY,121,1756.0406705298442,2.345282182258464,0.6278049243925075,0.0008384656049381896
1_2,XY,1863,1719.7767366868031,1.870898107082549,0.6410430824387465,0.0006973732484622092
1_2,XY,241,1754.3626998409798,2.0661025926993197,0.6284053921643946,0.0007400693198360718
1_2,XY,161,1756.2557899339336,2.1649235633314925,0.627728026128602,0.0007737957095535038
1_2,XY,2694,1753.9735807624288,2.188801228329785,0.628544803914855,0.00078436736673714
1_2,XY,2894,1753.5423261306066,2.1676584417763896,0.6286993840775102,0.0007771728728341673
1_2,XY,1823,1725.0203449190446,2.211413111687469,0.6390944800386659,0.0008192957937727497
1_2,XY,2023,1724.8068302430315,2.1601955676993385,0.6391735938550391,0.0008005186089398553
1_2,XY,2063,1731.2823264394237,2.05738614043694,0.6367828999094971,0.0007567271338323121
4_3,XY,2734,1751.9019321456387,2.329481953134725,0.6292880669649882,0.000836756423644444
4_3,XY,281,1766.197117056068,2.13251101112438,0.6241947570550583,0.000753654379599898
4_3,XY,872,1746.4022739473028,2.297583450792384,0.6312697806447217,0.0008305045307324286
4_3,XY,1783,1728.2283998491919,2.354426323751867,0.6379081494600822,0.0008690447045979089
4_3,XY,2774,1762.0621270039733,1.9287636279341247,0.6256595403174856,0.0006848506340047052
4_3,XY,2654,1750.1371701612015,2.2053222397368812,0.6299226136032596,0.0007937562682383895
4_3,XY,81,1753.5242828560424,2.2734392434235,0.6287058532183805,0.0008151153498420431
4_3,XY,1903,1728.5509988574286,2.0606114403129587,0.6377890968336349,0.0007603105203786099
4_3,XY,1983,1734.521263492278,2.2645391201066984,0.6355938111548352,0.0008298122831656144
4_3,XY,1943,1722.7069913384937,2.310688228326325,0.6399526941813733,0.0008583764764208011
4_3,XY,952,1745.4007630553194,1.8811401223703326,0.6316320032210364,0.0006807538583587635
4_3,XY,1072,1740.0607827432902,2.205087307899211,0.6335703851988949,0.0008028903524050095
4_3,XY,41,1752.3498987092244,2.477617128290263,0.6291271972590742,0.0008895120323575157
4_3,XY,1,1760.969226230357,2.2502708949046046,0.6260478400023683,0.0008000010518019912
4_3,XY,1112,1742.620685679918,2.0619156736408564,0.6326396727937461,0.0007485562795276306
4_3,XY,1032,1749.302500794701,2.272853631743857,0.6302231774614842,0.0008188435316657649
4_3,XY,912,1740.253952655685,2.245752442466256,0.6335000582586124,0.0008175153407729551
4_3,XY,201,1761.4282015140275,2.208842929864124,0.6258847107390186,0.0007848636788247335
4_3,XY,2814,1752.22569959577,2.059550207767353,0.6291717902816327,0.0007395228204305138
4_3,XY,992,1747.0067171248552,2.2423442960460553,0.6310513689417984,0.0008099765294477494
4_3,XY,2934,1754.9750857322765,2.0575469959759634,0.6281861146377192,0.0007364904855884814
4_3,XY,2854,1752.9158371667065,2.3390998852046643,0.6289240801053423,0.0008392395187407669
4_3,XY,1152,1748.3640892360277,2.383751685199378,0.6305614415095246,0.0008597190414022288
4_3,XY,121,1758.2443359708368,2.1894653087941283,0.6270180758372383,0.0007807983776466718
4_3,XY,1863,1727.0410450791894,2.106588140736958,0.6383467165029691,0.0007786344317033138
4_3,XY,241,1754.0961358744717,2.0643467098635004,0.628500888774007,0.0007396651274418839
4_3,XY,161,1755.1247627559371,2.1556817820772975,0.6281325429316279,0.0007714858272533457
4_3,XY,2694,1753.8082368269756,2.2222164396140913,0.6286040612893534,0.0007964920278471686
4_3,XY,2894,1754.7962004684848,2.0741924722105685,0.6282501524096252,0.0007426000446349783
4_3,XY,1823,1728.528501490633,2.334535812751708,0.6377973978684384,0.0008614037114919902
4_3,XY,2023,1730.1200719824692,2.1806402697881277,0.6372106758630379,0.0008031392055544743
4_3,XY,2063,1726.9271285170264,2.029528818909318,0.6383888249754178,0.000750250833727923
5_6,XY,2734,1733.8980545269349,2.0794394200713793,0.6358222604344188,0.0007625326466306862
5_6,XY,281,1743.441392957635,2.0408132954193916,0.632341864111601,0.0007401979147346056
5_6,XY,872,1731.8050354306795,1.99209854362263,0.6365907003602114,0.0007322714630841299
5_6,XY,1783,1710.3809827895868,2.0816454107473246,0.6445645686460382,0.0007844771952877931
5_6,XY,2774,1734.1685460037493,2.0186148909672528,0.6357230863935721,0.0007399973270665882
5_6,XY,2654,1729.4715914276132,1.9869696111984372,0.6374496035995164,0.0007323583673191211
5_6,XY,81,1731.4927601076424,2.0959523859125433,0.6367055097149933,0.0007707248121140509
5_6,XY,1903,1705.2609452678546,1.8347363714555573,0.6464998705632052,0.0006955866959571437
5_6,XY,1983,1716.75777078881,2.1167690957371117,0.6421703743828733,0.0007917986018883832
5_6,XY,1943,1710.0527328198255,2.2580118091164545,0.6446882948306796,0.0008512683585648244
5_6,XY,952,1717.2523724075934,1.954127127471128,0.6419854169987356,0.0007305397499840112
5_6,XY,1072,1722.6709831649564,2.0296205396767424,0.6399660708086533,0.0007539967264225327
5_6,XY,41,1738.1702983955086,2.1865396942896003,0.6342594746957884,0.0007978697594716621
5_6,XY,1,1748.571170460302,2.3980907711396613,0.6304867648606733,0.0008646857032076457
5_6,XY,1112,1718.5213672249665,2.0362964704177657,0.641511360532207,0.000760134464486776
5_6,XY,1032,1731.3545337081937,2.1158765668757593,0.6367563424638055,0.0007781755831043202
5_6,XY,912,1719.9238981128692,2.0630092006926284,0.6409882330269296,0.0007688506588699581
5_6,XY,201,1734.249805328421,2.051230619751177,0.6356932992034454,0.0007518833538803941
