Scan,Type,BCID,sigma,sigmaErr,Amp,AmpErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
7,X,241,0.13207082644620644,0.0,0.0165621451836308,2.8510217139348487e-05,0.0020999675743602754,0.0001695852126191339,4.1324665991250286e-05,3.103489159413388e-06,0.13207082644620644,0.0,0.0165621451836308,2.8510217139348487e-05,0.005482939035499436,9.438377742177842e-06,0,37.40396607252445,15
7,X,281,0.1315570795970001,0.0,0.01699500022578804,2.929359022789317e-05,0.001864858290028727,0.00015877437861468432,2.6359300766368167e-05,2.875858761086646e-06,0.1315570795970001,0.0,0.01699500022578804,2.929359022789317e-05,0.005604351073556962,9.659991860012957e-06,0,79.23188815500406,15
7,X,872,0.1327209440568035,0.0,0.01653288419395257,3.047306764552324e-05,0.0020856746157241132,0.00018073891785198002,1.7455632113425603e-05,3.24086901969084e-06,0.1327209440568035,0.0,0.01653288419395257,3.047306764552324e-05,0.005500194153387885,1.0137843254294875e-05,0,69.25276367216264,15
7,X,912,0.13147429659639465,0.0,0.01654218648745119,2.6024870004160538e-05,0.002132763032450297,0.00016671751984283258,3.320065671495842e-05,2.9959457611655728e-06,0.13147429659639465,0.0,0.01654218648745119,2.6024870004160538e-05,0.005451596482617937,8.576683008796802e-06,0,30.714641261523578,15
7,X,952,0.13119663101194207,0.0,0.016704525897951388,2.684549581529408e-05,0.002180082561818284,0.00015896975795666484,3.4304354347370337e-05,2.8229986525515918e-06,0.13119663101194207,0.0,0.016704525897951388,2.684549581529408e-05,0.005493470178838151,8.82844156118962e-06,0,15.751251139579178,15
7,X,992,0.134740802025956,0.0,0.0160748037169368,2.7709420033134988e-05,0.001969997077142247,0.00017348248165666304,1.4240318364379668e-05,3.5460070366588605e-06,0.134740802025956,0.0,0.0160748037169368,2.7709420033134988e-05,0.005429186254839749,9.358720953772572e-06,0,46.797789823205584,15
7,X,1032,0.13306248335502147,0.0,0.016486772297239653,2.7865004626138304e-05,0.002072330891809182,0.00017253326827119266,2.117172228099151e-05,3.36239451423137e-06,0.13306248335502147,0.0,0.016486772297239653,2.7865004626138304e-05,0.005498968076715295,9.294043014248053e-06,0,39.76604252443509,15
7,X,1072,0.1300885699725238,0.0,0.01703004885121089,2.8898925499093094e-05,0.001843629389202263,0.0001490582199256909,4.672884182326198e-05,3.026880828086997e-06,0.1300885699725238,0.0,0.01703004885121089,2.8898925499093094e-05,0.005553221131104484,9.423468197295698e-06,0,42.59048451457636,15
7,X,1112,0.13310862367304382,0.0,0.016472999111292318,2.818382592581421e-05,0.001807889673782664,0.00017051669869270371,2.8060014089363318e-05,3.3514693655642414e-06,0.13310862367304382,0.0,0.016472999111292318,2.818382592581421e-05,0.005496279404792613,9.403641737473526e-06,0,35.401374254306404,15
7,X,1152,0.1335888946681323,0.0,0.016494973292886312,2.894940373628304e-05,0.0020129906831179555,0.0001693776898958285,1.80261219931821e-05,3.2877100088582457e-06,0.1335888946681323,0.0,0.016494973292886312,2.894940373628304e-05,0.005523468827519971,9.693930767478668e-06,0,37.579249855659974,15
7,X,1783,0.13069445458038328,0.0,0.016887877823756104,2.9343788832853367e-05,0.00246468095293205,0.00017999867748613315,2.8775509816071908e-05,3.4120778686433356e-06,0.13069445458038328,0.0,0.016887877823756104,2.9343788832853367e-05,0.005532509562473609,9.613096092428964e-06,0,41.28241521244256,15
7,X,1823,0.1320563430649666,0.0,0.016303536883407358,2.8043306124437085e-05,0.0023945480643997987,0.000178712826238342,2.6382269785311664e-05,3.533494439971474e-06,0.1320563430649666,0.0,0.016303536883407358,2.8043306124437085e-05,0.005396734228523366,9.282787601550098e-06,0,59.360958716959374,15
7,X,1863,0.13157835885516062,0.0,0.016587833724596733,3.0380120205254374e-05,0.0022957845906158903,0.00015247286486081338,2.4129298790828704e-05,2.569335026738616e-06,0.13157835885516062,0.0,0.016587833724596733,3.0380120205254374e-05,0.005470966717913427,1.0019911538099083e-05,0,38.62014729175348,15
7,X,1903,0.13098628947774807,0.0,0.016785099908628264,2.7732592384146176e-05,0.0020236412013675898,0.00016064510924397018,2.5360240320171923e-05,3.2144345274770495e-06,0.13098628947774807,0.0,0.016785099908628264,2.7732592384146176e-05,0.005511117932479258,9.10555123498792e-06,0,79.74761669504156,15
7,X,1943,0.12834820875914577,0.0,0.017512593965143337,3.2293284012896606e-05,0.0023831673928563103,0.00016360196560029794,3.0175033476069757e-05,3.0706568201654964e-06,0.12834820875914577,0.0,0.017512593965143337,3.2293284012896606e-05,0.005634173604990254,1.038943566932785e-05,0,52.312062797593846,15
7,X,1983,0.13147897223685465,0.0,0.0163508466160313,2.92789667948516e-05,0.0020236706945422557,0.00017478168644909266,2.655632224395077e-05,3.2878247860551605e-06,0.13147897223685465,0.0,0.0163508466160313,2.92789667948516e-05,0.005388730685840155,9.649437152839461e-06,0,38.90780301786531,15
7,X,2023,0.12975883861320917,0.0,0.016993454380723427,2.8198160413617214e-05,0.001849180666368252,0.00015153555776894407,3.198567930221663e-05,2.9762352853646133e-06,0.12975883861320917,0.0,0.016993454380723427,2.8198160413617214e-05,0.005527242944143217,9.17165396111472e-06,0,49.392835047098416,15
7,X,2063,0.13099402221389247,0.0,0.01667503114195511,2.8770164065393142e-05,0.0025461573402186313,0.00015928525784351475,2.243154886038601e-05,2.5743772880160175e-06,0.13099402221389247,0.0,0.01667503114195511,2.8770164065393142e-05,0.00547530183471316,9.446778884622593e-06,0,76.8314280324649,15
7,X,2654,0.12741493239374946,0.0,0.01798559967872204,2.914386950453191e-05,0.001975238083965494,0.0001618792682458322,3.761022254068325e-05,2.7801864132456766e-06,0.12741493239374946,0.0,0.01798559967872204,2.914386950453191e-05,0.0057442744971013615,9.308023604005184e-06,0,33.305093072616934,15
7,X,2694,0.1305289931635492,0.0,0.016846608483015717,3.0236198431131464e-05,0.0021872180126282803,0.00017127307835077246,3.359842595069107e-05,3.405868722215212e-06,0.1305289931635492,0.0,0.016846608483015717,3.0236198431131464e-05,0.005512002491427709,9.892911160826418e-06,0,22.827136973299176,15
7,X,2734,0.1293329934902408,0.0,0.017332484596729574,3.449286777777753e-05,0.002051319142492491,0.00016451455804739127,3.0858194776400285e-05,2.8317657411433543e-06,0.1293329934902408,0.0,0.017332484596729574,3.449286777777753e-05,0.005619013645941135,1.118223377896703e-05,0,46.38355310340302,15
7,X,2774,0.12683939521540732,0.0,0.017929482820314025,2.8748002443296077e-05,0.002015340757481971,0.0001392578129060106,4.03762798757501e-05,2.4572400332525926e-06,0.12683939521540732,0.0,0.017929482820314025,2.8748002443296077e-05,0.005700485682202711,9.140117311931903e-06,0,49.90359590114138,15
7,X,2814,0.12966559506546962,0.0,0.01738745497548923,2.8574821844437747e-05,0.002246898527898358,0.0001557836812904104,3.234758899394674e-05,2.7382922868521294e-06,0.12966559506546962,0.0,0.01738745497548923,2.8574821844437747e-05,0.005651330547873349,9.287487088659792e-06,0,29.74321646340655,15
7,X,2854,0.13098257317675652,0.0,0.016552635841262167,3.156509328038492e-05,0.001978389020655806,0.00017495650258109733,3.637204501887481e-05,3.3066261436090466e-06,0.13098257317675652,0.0,0.016552635841262167,3.156509328038492e-05,0.005434637895899835,1.0363597301015266e-05,0,44.09792507821657,15
7,X,2894,0.12863415202765752,0.0,0.017365370182699513,2.829596059470555e-05,0.0021062887890374304,0.0001461961675909394,3.374795833790078e-05,2.417761696532627e-06,0.12863415202765752,0.0,0.017365370182699513,2.829596059470555e-05,0.005599255275350098,9.123693014551907e-06,0,41.95967947575522,15
7,X,2934,0.12621971914089394,0.0,0.018105498374610635,2.8264631643071278e-05,0.0018216358649447136,0.0001595886192981322,3.341745929639484e-05,2.449292721253547e-06,0.12621971914089394,0.0,0.018105498374610635,2.8264631643071278e-05,0.005728324702635502,8.942531395818602e-06,0,21.754804178284072,15
8,Y,1,0.16596188424901653,0.0,0.012759482535316991,1.9899158579331517e-05,-0.0018113089269895413,0.00022536915652621005,1.7208456881689927e-16,8.955937353055665e-07,0.16596188424901653,0.0,0.012759482535316991,1.9899158579331517e-05,0.005308005362261476,8.278144521239322e-06,0,59.52995204809939,15
8,Y,41,0.13541363562096456,0.0,0.015169659507196988,2.6507808519293314e-05,-0.0013961897654065293,0.00019434505215652265,3.354108420696333e-05,3.6652013740481887e-06,0.13541363562096456,0.0,0.015169659507196988,2.6507808519293314e-05,0.005149062523367219,8.997589125750117e-06,0,24.99932469612473,15
