Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
6,Y,81,0.1319165725572909,0.00015379158530341068,0.9999831498531904,0.17623180938128752,0.015424926493357055,2.2807763939850303e-05,0.7164823748498331,0.6312341166420431,-0.003042314474738063,0.00017822259365253218,4.821860500267672e-05,2.8613979040079116e-06,0.1319165725572909,0.00015379158530341068,0.015424926493357055,2.2807763939850303e-05,0.0051004958233665,9.603970356189277e-06,0,12.87049451420274,13
6,Y,121,0.12963656693065878,1.1745805197043963e-06,1.000013729191524,8.852222538101937,0.01581820338279648,2.5355016874950564e-07,0.999999792788356,0.9564510913961788,-0.002832651242443798,2.0930991010339096e-06,3.284714223829477e-05,1.97691402964434e-08,0.12963656693065878,1.1745805197043963e-06,0.01581820338279648,2.5355016874950564e-07,0.005140136010385389,9.464315884527877e-08,0,27.868196601515358,13
6,Y,161,0.12615373368814586,4.438372123706325e-06,1.0000000733039323,0.41333322216857477,0.016802378531462235,1.0220193979761094e-06,0.9992018468901369,0.6911679763313158,-0.003221897140835021,7.55931892709013e-06,3.9034072239000906e-05,8.489695039776241e-08,0.12615373368814586,4.438372123706325e-06,0.016802378531462235,1.0220193979761094e-06,0.005313256806103858,3.7335140285969137e-07,0,51.97592146577211,13
6,Y,201,0.12762099231754734,0.00015573355807669518,1.8685649860436875,0.14713573945265168,0.01674032395677468,2.6624102214291984e-05,0.017775508441246535,0.005253494477425791,-0.0029949104371928396,0.00015673019588361786,2.4009874644015384e-11,0.00015293618189985979,0.12762099231754734,0.00015573355807669518,0.01674032395677468,2.6624102214291984e-05,0.0053552026446809335,1.073516431724507e-05,0,7.643341423098734,13
6,Y,241,0.1283128218257253,0.0001930727410830313,1.8634463321159682,0.19361084495842362,0.016567343536625076,3.0924623409202615e-05,0.016816575424412117,0.006495980075364338,-0.0029625207133915387,0.00016807934252572107,2.7352564657689985e-13,7.454413727195659e-05,0.1283128218257253,0.0001930727410830313,0.016567343536625076,3.0924623409202615e-05,0.00532859690179111,1.2775673537226623e-05,0,26.193025466947468,13
6,Y,281,0.1254913008649472,3.779398973737908e-09,0.9990857323871427,7.183725498219598,0.016883560360346665,8.933482894407652e-10,0.9999999999954338,0.0001988452428479115,-0.0028271936440334017,6.716791877041161e-09,3.758207585141171e-05,6.680235864462195e-11,0.1254913008649472,3.779398973737908e-09,0.016883560360346665,8.933482894407652e-10,0.005310893472408573,3.23342971192869e-10,0,61.01861114194398,13
6,Y,872,0.12672028469857577,6.248144033501006e-06,1.0000000160083518,0.1307683513494271,0.016507745760684898,1.28493432756914e-06,0.010291747241486293,0.5047727106449648,-0.002710022088711657,1.0152167713823522e-05,2.84389820042108e-05,1.1674550573575938e-07,0.12672028469857577,6.248144033501006e-06,0.016507745760684898,1.28493432756914e-06,0.005243531070261023,4.83143369770533e-07,0,93.45768561630602,13
6,Y,912,0.1281147999821164,0.00022746136038274544,2.2562626633116287,0.4106064786342164,0.016542012144854602,2.8884381484193047e-05,0.00879505904338107,0.003985558133401762,-0.0028524327202057577,0.00017853839749661863,1.1121891185794652e-11,0.0001282079626159116,0.1281147999821164,0.00022746136038274544,0.016542012144854602,2.8884381484193047e-05,0.005312238590272461,1.322861029198642e-05,0,28.98804456694077,13
6,Y,952,0.12636612085412577,0.00015546671359918996,1.7557214408131334,0.12750684021528014,0.016785198013017658,2.579091683106889e-05,0.021614359509074366,0.006953761561026922,-0.002888026697823726,0.0001519709218133741,2.6061763858109543e-13,4.315388271754817e-05,0.12636612085412577,0.00015546671359918996,0.016785198013017658,2.579091683106889e-05,0.005316760004828517,1.0465410885502692e-05,0,26.837745426388505,13
6,Y,992,0.12876888753502339,4.426955560073471e-09,1.0005927138447959,5.346157312534913,0.016018784922731365,9.825934909474254e-10,0.9999999999999998,0.0002649320350612827,-0.00317160757833944,7.610686541976192e-09,2.743046590845122e-05,8.615076818535648e-11,0.12876888753502339,4.426955560073471e-09,0.016018784922731365,9.825934909474254e-10,0.005170475067439144,3.6357396633920825e-10,0,68.62524760914282,13
6,Y,1032,0.12726673405305294,6.59646514505887e-07,1.0004548833637137,7.1185408774117,0.016358733793975885,1.3789077314002585e-07,0.9999999999714604,0.5413810283665066,-0.0030432878586598784,1.1293664627922482e-06,2.9529917352225654e-05,1.2287254853305654e-08,0.12726673405305294,6.59646514505887e-07,0.016358733793975885,1.3789077314002585e-07,0.005218606112913626,5.1639552214317184e-08,0,75.58227938183761,13
6,Y,1072,0.125643599806867,0.0001705866583718898,2.247081052108028,0.2688339584171796,0.017074414148151182,3.0401466595294732e-05,0.008823376010522854,0.0026958929893173,-0.002853246457489661,0.00016320079759768753,1.8255808531542074e-11,0.00015170851002107937,0.125643599806867,0.0001705866583718898,0.017074414148151182,3.0401466595294732e-05,0.005377446722388843,1.2040720957906986e-05,0,14.968273911740665,13
6,Y,1112,0.1263441835861995,9.517884764710224e-05,0.1319311445070223,8.45695359087141,0.0164338170094454,2.182585571925723e-05,0.0,0.8870599908205021,-0.003031549428680624,0.00016821162975603238,3.612895360096069e-05,1.671699949193642e-06,0.1263441835861995,9.517884764710224e-05,0.0164338170094454,2.182585571925723e-05,0.005204555383736461,7.946748015176726e-06,0,26.605817383846592,13
6,Y,1152,0.12670074172843215,1.4261528755558687e-08,1.000461360521456,5.1300259071269725,0.01636851904349854,3.0044751062052732e-09,0.9999999999999194,0.006496547967363875,-0.002810970421158616,2.3963010568010892e-08,3.56547721472561e-05,2.56492347082719e-10,0.12670074172843215,1.4261528755558687e-08,0.01636851904349854,3.0044751062052732e-09,0.005198505161499507,1.1193248603115166e-09,0,48.61985162549471,13
6,Y,1783,0.12466913749094846,0.0001428033322607186,1.0000000110692597,0.042239609385989196,0.016862157172910425,2.889163890223978e-05,0.1360977385244268,0.5157685109255541,-0.002935429329977478,0.00017053865947340338,3.4544800747588476e-05,2.0101144795203757e-06,0.12466913749094846,0.0001428033322607186,0.016862157172910425,2.889163890223978e-05,0.005269410374022626,1.0860379704658692e-05,0,56.62547507740808,13
