Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
4,Y,1903,0.12374906646346034,0.00038440478083630564,0.9999996463922025,0.05859020593758191,0.003214902005289848,1.6334392776131725e-05,0.5475173926493453,0.765877498822999,-0.002910465757281412,0.0004989982303906606,6.059718746074805e-06,6.310545956350612e-07,0.12374906646346034,0.00038440478083630564,0.003214902005289848,1.6334392776131725e-05,0.000997239805030945,5.938741536288442e-06,0,23.271310794031628,19
4,Y,1943,0.12484762311106035,0.00038619778859499016,3.2031436521637455,6.438761693279356,0.0032061538524141213,1.5411760449955724e-05,0.9999999999991845,0.005502590074936309,-0.0028344972886097,0.000531262210957299,4.739774184740475e-06,5.734093571613253e-07,0.12484762311106035,0.00038619778859499016,0.0032061538524141213,1.5411760449955724e-05,0.00100335488983392,5.7354191061909e-06,0,19.17420036172132,19
4,Y,1983,0.12179931409364682,0.0003491056165020608,1.003437025644481,5.578820941372534,0.0032872008275522412,1.4669159940194909e-05,5.37403455069807e-13,0.7533145897356401,-0.002409279610362557,0.0004983148222113585,5.604224394480939e-06,4.858469000612599e-07,0.12179931409364682,0.0003491056165020608,0.0032872008275522412,1.4669159940194909e-05,0.0010036008358929843,5.322802900666127e-06,0,8.205905991246299,19
4,Y,2023,0.1258979499460562,3.8075936067387903e-06,1.0000001139922279,1.40010750079602,0.0030837193804273996,1.6491831230269934e-07,0.9999722298353919,0.8158920983864303,-0.0022874857590438244,6.561701755465384e-06,4.107074431021762e-06,6.46511957608199e-09,0.1258979499460562,3.8075936067387903e-06,0.0030837193804273996,1.6491831230269934e-07,0.0009731581917416088,5.979036627211598e-08,0,45.8921631358248,19
4,Y,2063,0.123164021786891,0.0004154716436323033,0.9999979220174048,0.16696240215500208,0.003212371791925626,1.8919954513749344e-05,0.21996377855430693,0.8232640456317303,-0.0033978073630596198,0.0005613889621197723,4.673625056005326e-06,5.059399907353382e-07,0.123164021786891,0.0004154716436323033,0.003212371791925626,1.8919954513749344e-05,0.0009917440411936367,6.731307377441725e-06,0,12.544320256205722,19
4,Y,2654,0.1269317136850081,0.0004277825352995968,1.3942103166990971,5.0553994767245385,0.003092857590389297,1.6181003882515064e-05,2.138844656940364e-13,0.016904199507157602,-0.0018969303139231926,0.0005513544944611856,5.822100988229772e-06,6.378673371210121e-07,0.1269317136850081,0.0004277825352995968,0.003092857590389297,1.6181003882515064e-05,0.0009840564247458703,6.1240519714072694e-06,0,15.94709924516629,19
4,Y,2694,0.1243655573703317,0.00042937242844705677,3.061209771259296,0.616715457741581,0.0032266421833536583,1.5721735018296452e-05,0.004491022027067415,0.0017443958319521558,-0.002528253621437242,0.0005135618317340736,1.442734820500391e-15,9.976595464536997e-06,0.1243655573703317,0.00042937242844705677,0.0032266421833536583,1.5721735018296452e-05,0.0010058676988651428,6.006705769271622e-06,0,12.494728882551643,19
4,Y,2734,0.12645104775054894,0.0004199448034136635,0.10142919610027629,7.097237909954959,0.0030235326068787623,1.4354495484885819e-05,0.9999999973219598,0.03261567013157096,-0.0032840254562482,0.0005756506563476879,5.652678601483219e-06,6.430496975051715e-07,0.12645104775054894,0.0004199448034136635,0.0030235326068787623,1.4354495484885819e-05,0.0009583563458429437,5.552573506317212e-06,0,12.353974944184687,19
4,Y,2774,0.1226853897336767,0.0003529491517989636,0.9989981972420411,5.706854660225405,0.003199283694765467,1.4654253375716037e-05,0.9999466755037008,0.5774932598634341,-0.0027664561872886555,0.00045277780422408844,5.6515770062814945e-06,5.800925721180517e-07,0.1226853897336767,0.0003529491517989636,0.003199283694765467,1.4654253375716037e-05,0.0009838650507686046,5.321713012731507e-06,0,20.405952845193266,19
4,Y,2814,0.1237982480697341,0.00043770833904722853,0.7474040300907996,0.38059831072067035,0.003197943980014801,1.6260645432045195e-05,0.9849824843009962,0.06512202467753325,-0.0020875087635868505,0.0005262401203202516,5.321001605834152e-06,8.505379399936783e-07,0.1237982480697341,0.00043770833904722853,0.003197943980014801,1.6260645432045195e-05,0.0009923737883901747,6.145930831572212e-06,0,23.085657932835193,19
4,Y,2854,0.12592959244358365,0.00028793655625636923,0.12645490602182435,9.364665080205075,0.003123477709079905,1.3057640252192321e-05,1.0,0.9208092923282065,-0.00388084161340714,0.0004962243308957651,5.3238179096515295e-06,5.079118569556455e-07,0.12592959244358365,0.00028793655625636923,0.003123477709079905,1.3057640252192321e-05,0.0009859528413866214,4.697985471734245e-06,0,24.943429714615487,19
4,Y,2894,0.12555662362162448,0.00035565587959500086,0.38583428700650146,6.116282687445759,0.0031285280657020777,1.4759025425400106e-05,0.9999999999440738,0.001397708591385327,-0.0018298990262389748,0.00050603518853182,5.357816519368508e-06,5.49720253961161e-07,0.12555662362162448,0.00035565587959500086,0.0031285280657020777,1.4759025425400106e-05,0.000984622187550001,5.418035470230732e-06,0,18.609810727451155,19
4,Y,2934,0.12384304780482087,0.0004504365863495504,0.315051963020862,0.07200186132436089,0.0032222936619714913,1.722313226259196e-05,0.9957671656447553,0.0017177599460874715,-0.00347856779570606,0.000531845737114938,2.224239126213945e-12,3.60873971219497e-05,0.12384304780482087,0.0004504365863495504,0.0032222936619714913,1.722313226259196e-05,0.001000291740497289,6.467011349428083e-06,0,18.544015779108783,19
4,Y,sum,0.12654329398702194,0.000737894678669643,0.13062704436866185,0.042005907799287416,9.828086265951658e-05,1.1539519742466593e-07,0.9980454162536706,0.0006127387900987658,-0.002582746418922187,9.71628290991355e-05,3.255531927964794e-07,5.204959343974025e-08,0.12654329398702194,0.000737894678669643,9.828086265951658e-05,1.1539519742466593e-07,3.117439466257352e-05,1.85431497794543e-07,0,48.38885351771422,19
