Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
10,Y,41,0.1330043472115064,0.0002570193461544935,0.7560667670327772,0.10529902034667893,74.1315615327613,0.2432996071955884,0.9749181569882184,0.038327582825264606,-0.0018621756350347388,0.00037434447432483964,0.1330043472115064,0.0002570193461544935,74.1315615327613,0.2432996071955884,24.7149034680234,0.09413013780496071,-999,58.48257251726343,42
10,Y,281,0.1232449266006323,0.00020087148001579023,0.500007540552767,0.21876801071495927,82.69289968562528,0.24515496773367573,0.9979912719852124,0.000607766726649861,-0.0019570424438957457,0.00034160477395289815,0.1232449266006323,0.00020087148001579023,82.69289968562528,0.24515496773367573,25.546252811041324,0.08642619232502984,-999,39.60174758059987,42
10,Y,872,0.12443018053264128,0.00022094604002378254,0.8999999786894035,0.061900632652186705,82.0706214891198,0.26045067376850284,1.0888702944362587,0.05270737582808016,-0.001287760929596962,0.0003546233145888969,0.12443018053264128,0.00022094604002378254,82.0706214891198,0.26045067376850284,25.597843973923833,0.09308625692904898,-999,53.696694949279404,42
10,Y,1783,0.12212444627383039,0.0001980332337929107,0.5000000880400863,0.08952134761316621,83.84946434018968,0.2523729725122337,0.999068434389368,0.0004321751145947017,-0.0022186159504328385,0.0003403574979715976,0.12212444627383039,0.0001980332337929107,83.84946434018968,0.2523729725122337,25.66804749950032,0.0877553999614623,-999,48.615213047570194,42
10,Y,2063,0.12322719232434971,0.00018952610374694894,0.5436719458533243,0.0980690696866961,82.61927293012465,0.2340026608454906,0.9982020733260375,0.0021377858170272823,-0.0022022691844797776,0.0003133933784382346,0.12322719232434971,0.00018952610374694894,82.61927293012465,0.2340026608454906,25.519834660828412,0.08224928568289569,-999,94.06013501712332,42
10,Y,sum,11.438993864525962,488.1878391573365,0.8294984828346721,0.36164797386833564,-1.3430411730608731,7.795388399084287,0.020792872868993784,1.349673403400589,0.05942030250323425,29.54882436122397,11.438993864525962,488.1878391573365,-1.3430411730608731,7.795388399084287,-38.50942979267611,1658.6168401232865,-999,2.0203048358715893e-05,42
2,Y,41,0.139262746127998,0.00027850081306674934,0.8999999385498929,0.25993836956051714,70.53943802341,0.23883087166635875,0.9408855457745732,0.09502643006247091,0.0009145941989682036,0.0003961071224095253,0.139262746127998,0.00027850081306674934,70.53943802341,0.23883087166635875,24.62390258455673,0.09682794594926902,-999,36.58159165586629,42
2,Y,281,0.12850653371267362,0.00021983286147552714,0.51638774564078,0.274304219969884,79.63457558444868,0.24433398305349385,0.9979507015779072,0.0027050675189418394,-0.00014460314874377195,0.0003507213272210948,0.12850653371267362,0.00021983286147552714,79.63457558444868,0.24433398305349385,25.651739047914308,0.09011100483843164,-999,48.91732163481164,42
2,Y,872,0.13075920632506247,0.000234770149227946,0.899999996089005,0.03234279945252083,77.68120150399992,0.2497598600162192,1.15574528084782,0.04493326400033559,0.00024348650113968924,0.0003780875687933368,0.13075920632506247,0.000234770149227946,77.68120150399992,0.2497598600162192,25.461157550960344,0.09376155621838325,-999,66.24455246611316,42
2,Y,1783,0.12750063324319125,0.0002153282057264364,0.5138696591542125,0.33392282664942813,80.49498985377089,0.24711329952746297,0.9989436458016527,0.001808419172906306,-0.0002282966086896064,0.00035648457113361275,0.12750063324319125,0.0002153282057264364,80.49498985377089,0.24711329952746297,25.725932505656736,0.0901384674195877,-999,64.70439326785264,42
2,Y,2063,0.12888503445125007,0.0001877652148362207,0.5000025987566625,0.20649330990760711,79.97502978690328,0.22044766970211072,0.9995015789947301,0.00037341633354415205,0.0002677785589261138,0.0003250763097916721,0.12888503445125007,0.0001877652148362207,79.97502978690328,0.22044766970211072,25.837282673956867,0.08055450473724844,-999,80.95862942110604,42
2,Y,sum,6.073762416319249,758.6018437396501,0.590743591650568,0.22789060550626966,-1.3208909235534703,0.6704090241239042,1.31769361590384,1.3388300720173412,-0.12463195499467615,23.404230423901627,6.073762416319249,758.6018437396501,-1.3208909235534703,0.6704090241239042,-20.110121292392044,2511.738195190733,-999,0.0048518294060578785,42
3,Y,41,0.13835420923701883,0.0002578257496335512,0.6978722977571995,0.1456360728334279,71.0124396318357,0.22865828929643328,0.9914881777946768,0.016354155463691566,-0.00023098459313388673,0.00039197926062189915,0.13835420923701883,0.0002578257496335512,71.0124396318357,0.22865828929643328,24.62729676425362,0.09162196544965251,-999,61.64920395706513,42
3,Y,281,0.12809112004148393,0.00021686693979972428,0.5550734029986975,0.22285966517795935,80.15759355747477,0.24030443176747696,0.9985671387125985,0.0034548826519835707,0.000250098045824477,0.00034792895686879444,0.12809112004148393,0.00021686693979972428,80.15759355747477,0.24030443176747696,25.73674549680572,0.08861024062992699,-999,53.672150819265184,41
3,Y,872,0.12988396908556116,0.00023336948491646292,0.8999999994754717,0.26662903758957757,77.93495180925751,0.24787084041140162,1.063520070136519,0.057433200061451806,-2.28998459148671e-05,0.0003642568936704451,0.12988396908556116,0.00023336948491646292,77.93495180925751,0.24787084041140162,25.37334689442445,0.09268672000095368,-999,58.31966594041827,41
3,Y,1783,0.12658376883127478,0.00020525914402308562,0.5000000062336301,0.25504486212143307,81.06615134745904,0.24464974804390494,0.9989546201431739,0.0005179771850690185,0.0006401484440039041,0.0003526909598602468,0.12658376883127478,0.00020525914402308562,81.06615134745904,0.24464974804390494,25.722164499290905,0.08812268490613093,-999,35.686566166181926,41
3,Y,2063,0.12884379981513983,0.0002002294904983408,0.5713717610738525,0.11826247013225011,79.74318328270387,0.22247057952520066,0.9976697627619184,0.0032409447884490517,-0.0003580577275155709,0.00032574246913484844,0.12884379981513983,0.0002002294904983408,79.74318328270387,0.22247057952520066,25.75413850133946,0.08224512013845839,-999,48.223343501547404,41
3,Y,sum,9.737212158098155,328.8930521768921,0.8403844969342626,0.2066544454004527,-1.328620781154014,1.6603863070426699,0.03513463728863886,1.6532375605585286,0.032307232158466384,21.688807160550173,9.737212158098155,328.8930521768921,-1.328620781154014,1.6603863070426699,-32.42840646204987,1096.0811953030836,-999,3.6030003394689293e-05,42
